hotel,arrival_date,market_segment,country,lead_time,nights,adr,booking_value,cancel_probability,expected_loss,deposit_type,customer_type
Resort Hotel,2017-07-22,Offline TA/TO,PRT,151,7,208.05,1456.35,0.669951,975.6831388499999,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,167,8,158.35,1266.8,0.753799,954.9125732,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,167,8,154.8,1238.4,0.753799,933.5046816,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,167,8,154.8,1238.4,0.753799,933.5046816,No Deposit,Transient
Resort Hotel,2017-07-22,Corporate,PRT,66,8,135.0,1080.0,0.858974,927.69192,No Deposit,Transient
City Hotel,2017-07-22,Online TA,FRA,143,7,175.5,1228.5,0.75076,922.30866,No Deposit,Transient
Resort Hotel,2017-07-22,Direct,PRT,162,7,201.0,1407.0,0.617424,868.715568,No Deposit,Transient
Resort Hotel,2017-07-22,Direct,PRT,180,7,187.52,1312.64,0.658537,864.4220076800001,No Deposit,Transient
Resort Hotel,2017-07-22,Direct,PRT,180,7,187.52,1312.64,0.658537,864.4220076800001,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,180,7,139.68,977.76,0.858974,839.87041824,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,270,7,138.38,968.66,0.858974,832.05375484,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,CHE,200,12,244.0,2928.0,0.669951,1961.6165279999998,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,ESP,84,8,277.0,2216.0,0.753799,1670.418584,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,POL,154,7,270.71,1894.97,0.728643,1380.7566257100002,No Deposit,Transient
City Hotel,2017-07-23,Direct,KOR,236,13,164.76,2141.88,0.612774,1312.4883751200002,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,GBR,175,7,198.0,1386.0,0.865497,1199.578842,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,GBR,175,7,198.0,1386.0,0.865497,1199.578842,No Deposit,Transient
Resort Hotel,2017-07-23,Corporate,PRT,67,7,174.0,1218.0,0.753799,918.127182,No Deposit,Transient
Resort Hotel,2017-07-23,Online TA,PRT,85,6,225.0,1350.0,0.669951,904.43385,No Deposit,Transient
Resort Hotel,2017-07-23,Offline TA/TO,PRT,176,7,144.0,1008.0,0.858974,865.845792,No Deposit,Transient
City Hotel,2017-07-23,Online TA,GBR,65,5,223.6,1118.0,0.76555,855.8848999999999,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,190,11,224.0,2464.0,0.728643,1795.376352,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,173,12,160.0,1920.0,0.858974,1649.23008,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,GBR,184,10,174.0,1740.0,0.753799,1311.61026,No Deposit,Transient
City Hotel,2017-07-24,Online TA,BEL,242,13,156.6,2035.8,0.635739,1294.2374562,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,196,7,292.0,2044.0,0.617424,1262.0146559999998,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,GBR,347,7,262.0,1834.0,0.658537,1207.756858,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,RUS,73,12,213.33,2559.96,0.461538,1181.51881848,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,ITA,95,5,305.0,1525.0,0.669951,1021.6752749999999,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,ESP,181,5,224.0,1120.0,0.858974,962.05088,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,ESP,181,5,224.0,1120.0,0.858974,962.05088,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,CHE,207,5,292.0,1460.0,0.658537,961.46402,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,163,5,262.0,1310.0,0.714286,935.71466,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,GBR,12,5,299.0,1495.0,0.617424,923.0488799999999,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,226,4,309.0,1236.0,0.728643,900.602748,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,85,5,237.0,1185.0,0.753799,893.251815,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,ESP,181,5,206.0,1030.0,0.858974,884.7432200000001,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,CHE,189,7,183.75,1286.25,0.669951,861.7244737499999,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,CHE,189,7,183.75,1286.25,0.669951,861.7244737499999,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,276,8,140.38,1123.04,0.753799,846.54642896,No Deposit,Transient-Party
Resort Hotel,2017-07-24,Online TA,PRT,88,5,237.0,1185.0,0.714286,846.42891,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,EST,26,4,315.0,1260.0,0.669951,844.13826,No Deposit,Transient
Resort Hotel,2017-07-24,Online TA,PRT,276,8,138.38,1107.04,0.753799,834.48564496,No Deposit,Transient-Party
Resort Hotel,2017-07-24,Online TA,PRT,163,5,262.0,1310.0,0.617424,808.82544,No Deposit,Transient
Resort Hotel,2017-07-25,Online TA,DEU,150,5,271.0,1355.0,0.728643,987.311265,No Deposit,Transient
City Hotel,2017-07-25,Online TA,GBR,28,6,210.0,1260.0,0.75076,945.9576,No Deposit,Transient
Resort Hotel,2017-07-25,Offline TA/TO,PRT,231,7,187.25,1310.75,0.669951,878.13827325,No Deposit,Transient
City Hotel,2017-07-25,Online TA,DEU,308,16,107.1,1713.6,0.491007,841.3895952,No Deposit,Transient
City Hotel,2017-07-25,Online TA,DEU,308,16,107.1,1713.6,0.491007,841.3895952,No Deposit,Transient
City Hotel,2017-07-26,Online TA,CN,109,11,225.0,2475.0,0.76555,1894.73625,No Deposit,Transient
City Hotel,2017-07-26,Online TA,CN,109,11,225.0,2475.0,0.76555,1894.73625,No Deposit,Transient
Resort Hotel,2017-07-26,Online TA,GBR,148,7,267.86,1875.02,0.753799,1413.38820098,No Deposit,Transient
Resort Hotel,2017-07-26,Online TA,ESP,17,6,221.0,1326.0,0.753799,999.537474,No Deposit,Transient
Resort Hotel,2017-07-26,Online TA,ESP,17,6,221.0,1326.0,0.753799,999.537474,No Deposit,Transient
Resort Hotel,2017-07-26,Online TA,PRT,93,7,206.12,1442.84,0.658537,950.16352508,No Deposit,Transient
Resort Hotel,2017-07-26,Online TA,PRT,174,5,212.16,1060.8,0.865497,918.1192176,No Deposit,Transient
City Hotel,2017-07-27,Online TA,GBR,97,10,195.0,1950.0,0.75076,1463.982,No Deposit,Transient
Resort Hotel,2017-07-27,Online TA,GBR,198,7,292.0,2044.0,0.669951,1369.3798439999998,No Deposit,Transient
Resort Hotel,2017-07-27,Online TA,NLD,191,7,292.0,2044.0,0.658537,1346.049628,No Deposit,Transient
Resort Hotel,2017-07-27,Direct,PRT,256,7,241.81,1692.67,0.617424,1045.09508208,No Deposit,Transient
Resort Hotel,2017-07-27,Online TA,PRT,300,9,125.28,1127.52,0.865497,975.8651774399999,No Deposit,Transient
Resort Hotel,2017-07-27,Direct,PRT,167,8,182.25,1458.0,0.617424,900.2041919999999,No Deposit,Transient
City Hotel,2017-07-27,Online TA,MOZ,144,8,175.5,1404.0,0.635739,892.5775560000001,No Deposit,Transient
Resort Hotel,2017-07-27,Corporate,PRT,71,7,146.0,1022.0,0.858974,877.871428,No Deposit,Transient
Resort Hotel,2017-07-27,Corporate,PRT,71,7,146.0,1022.0,0.858974,877.871428,No Deposit,Transient
Resort Hotel,2017-07-27,Online TA,PRT,199,6,183.75,1102.5,0.753799,831.0633975,No Deposit,Transient
Resort Hotel,2017-07-27,Offline TA/TO,PRT,279,7,151.5,1060.5,0.753799,799.4038395,No Deposit,Contract
Resort Hotel,2017-07-28,Online TA,ARE,33,6,315.0,1890.0,0.669951,1266.20739,No Deposit,Transient
Resort Hotel,2017-07-28,Online TA,ESP,128,9,224.44,2019.96,0.617424,1247.17178304,No Deposit,Transient
Resort Hotel,2017-07-28,Direct,PRT,165,12,165.33,1983.96,0.617424,1224.94451904,No Deposit,Transient-Party
Resort Hotel,2017-07-28,Direct,PRT,165,12,163.5,1962.0,0.617424,1211.385888,No Deposit,Transient-Party
City Hotel,2017-07-28,Online TA,PRT,94,10,146.4,1464.0,0.635739,930.7218960000001,No Deposit,Transient
Resort Hotel,2017-07-28,Online TA,LUX,188,7,185.75,1300.25,0.669951,871.1037877499999,No Deposit,Transient
Resort Hotel,2017-07-28,Online TA,PRT,292,7,138.38,968.66,0.858974,832.05375484,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,GBR,358,10,266.6,2666.0,0.658537,1755.659642,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,GBR,342,10,266.6,2666.0,0.658537,1755.659642,No Deposit,Transient
City Hotel,2017-07-29,Online TA,FRA,158,14,164.7,2305.8,0.75076,1731.1024080000002,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,LUX,23,5,363.0,1815.0,0.858974,1559.03781,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,LUX,20,5,363.0,1815.0,0.858974,1559.03781,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,MAR,56,7,305.0,2135.0,0.617424,1318.20024,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,CHE,237,8,244.0,1952.0,0.669951,1307.744352,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,191,7,246.0,1722.0,0.753799,1298.041878,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,137,9,229.33,2063.97,0.617424,1274.3446132799997,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,306,7,204.62,1432.34,0.858974,1230.3428191599999,No Deposit,Transient
City Hotel,2017-07-29,Online TA,CN,15,7,222.57,1557.99,0.76555,1192.7192444999998,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,38,8,242.1,1936.8,0.6,1162.08,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,CN,147,6,220.0,1320.0,0.858974,1133.8456800000001,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,MAR,56,7,225.0,1575.0,0.6,945.0,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,247,7,153.75,1076.25,0.858974,924.4707675,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,247,7,153.75,1076.25,0.858974,924.4707675,No Deposit,Transient
Resort Hotel,2017-07-29,Online TA,PRT,186,7,168.93,1182.51,0.753799,891.37485549,No Deposit,Transient
City Hotel,2017-07-29,Online TA,FRA,155,8,139.5,1116.0,0.710012,792.373392,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,228,12,212.17,2546.04,0.753799,1919.2024059599999,No Deposit,Transient
City Hotel,2017-07-30,Online TA,MOZ,103,16,125.0,2000.0,0.710012,1420.024,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,MAR,109,7,294.86,2064.02,0.669951,1382.7922630199998,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,206,10,190.7,1907.0,0.714286,1362.143402,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,359,7,219.0,1533.0,0.865497,1326.806901,No Deposit,Transient
Resort Hotel,2017-07-30,Direct,PRT,209,7,233.13,1631.91,0.617424,1007.58039984,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,359,7,165.6,1159.2,0.865497,1003.2841224,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,166,6,194.0,1164.0,0.858974,999.845736,No Deposit,Transient
City Hotel,2017-07-30,Online TA,MAR,333,9,119.7,1077.3,0.916667,987.5253591,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,ESP,185,8,195.5,1564.0,0.617424,965.651136,No Deposit,Transient
Resort Hotel,2017-07-30,Corporate,PRT,18,8,152.1,1216.8,0.753799,917.2226231999999,No Deposit,Transient
Resort Hotel,2017-07-30,Corporate,PRT,18,8,152.1,1216.8,0.753799,917.2226231999999,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,DEU,309,7,172.8,1209.6,0.753799,911.7952703999999,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,300,7,149.81,1048.67,0.865497,907.6207389900001,No Deposit,Transient
Resort Hotel,2017-07-30,Direct,PRT,191,9,160.08,1440.72,0.6,864.432,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,300,7,138.38,968.66,0.865497,838.37232402,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,300,7,138.38,968.66,0.865497,838.37232402,No Deposit,Transient
Resort Hotel,2017-07-30,Direct,PRT,256,7,170.6,1194.2,0.669951,800.0554842,No Deposit,Transient
Resort Hotel,2017-07-30,Online TA,PRT,300,7,149.81,1048.67,0.753799,790.48639733,No Deposit,Transient-Party
Resort Hotel,2017-07-30,Online TA,PRT,300,7,149.81,1048.67,0.753799,790.48639733,No Deposit,Transient-Party
Resort Hotel,2017-07-31,Online TA,PRT,173,12,223.67,2684.04,0.753799,2023.22666796,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,343,10,227.8,2278.0,0.865497,1971.602166,No Deposit,Transient
City Hotel,2017-07-31,Online TA,FRO,315,14,155.0,2170.0,0.76555,1661.2434999999998,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,172,12,138.0,1656.0,0.858974,1422.460944,No Deposit,Transient
City Hotel,2017-07-31,Online TA,ITA,125,9,193.0,1737.0,0.75076,1304.0701199999999,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,113,7,273.86,1917.02,0.669951,1284.30946602,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,26,7,270.51,1893.57,0.669951,1268.59911507,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,172,12,138.0,1656.0,0.753799,1248.291144,No Deposit,Transient
City Hotel,2017-07-31,Online TA,FRO,315,14,139.5,1953.0,0.635739,1241.598267,Refundable,Transient
City Hotel,2017-07-31,Online TA,FRO,315,14,139.5,1953.0,0.635739,1241.598267,Refundable,Transient
City Hotel,2017-07-31,Online TA,FRO,315,14,139.5,1953.0,0.635739,1241.598267,Refundable,Transient
Resort Hotel,2017-07-31,Online TA,PRT,155,7,268.0,1876.0,0.617424,1158.2874239999999,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,ESP,254,7,192.0,1344.0,0.858974,1154.461056,No Deposit,Transient
City Hotel,2017-07-31,Online TA,FRA,134,10,148.5,1485.0,0.710012,1054.36782,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,ESP,75,5,257.0,1285.0,0.787234,1011.59569,No Deposit,Transient
Resort Hotel,2017-07-31,Direct,PRT,26,7,259.0,1813.0,0.48,870.24,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,187,5,277.0,1385.0,0.617424,855.1322399999999,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,CHE,164,5,218.0,1090.0,0.753799,821.64091,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,PRT,134,5,224.0,1120.0,0.728643,816.0801600000001,No Deposit,Transient
Resort Hotel,2017-07-31,Online TA,BEL,172,5,212.0,1060.0,0.753799,799.02694,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,378,14,450.0,6300.0,0.851153,5362.2639,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,352,14,190.96,2673.44,0.851153,2275.5064763200003,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,358,14,190.96,2673.44,0.818182,2187.36048608,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,ESP,28,7,315.71,2209.97,0.737643,1630.16890071,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,GBR,136,7,301.43,2110.01,0.737643,1556.4341064300002,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,171,9,191.11,1719.99,0.772727,1329.0827127300001,No Deposit,Transient
Resort Hotel,2017-08-01,Offline TA/TO,PRT,203,14,126.9,1776.6,0.653439,1160.8997273999998,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,ESP,195,6,231.0,1386.0,0.818182,1134.000252,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,CHE,328,11,156.6,1722.6,0.653439,1125.6140214,No Deposit,Transient
Resort Hotel,2017-08-01,Offline TA/TO,PRT,162,7,242.25,1695.75,0.653439,1108.06918425,No Deposit,Transient
City Hotel,2017-08-01,Online TA,ROU,111,7,225.0,1575.0,0.691099,1088.480925,No Deposit,Transient
City Hotel,2017-08-01,Online TA,ISR,143,9,148.5,1336.5,0.810811,1083.6489015,No Deposit,Transient
Resort Hotel,2017-08-01,Direct,PRT,31,8,426.25,3410.0,0.278017,948.0379700000001,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,26,5,310.0,1550.0,0.605263,938.15765,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,176,7,150.17,1051.19,0.851153,894.7235220700001,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,215,7,145.44,1018.08,0.851153,866.54184624,No Deposit,Transient
Resort Hotel,2017-08-01,Online TA,PRT,334,6,156.6,939.6,0.851153,799.7433588,No Deposit,Transient
Resort Hotel,2017-08-02,Online TA,FRA,187,14,168.57,2359.98,0.729412,1721.39773176,No Deposit,Transient
Resort Hotel,2017-08-02,Offline TA/TO,PRT,76,10,257.34,2573.4,0.605263,1557.5838042,No Deposit,Transient
Resort Hotel,2017-08-02,Offline TA/TO,PRT,187,10,193.1,1931.0,0.729412,1408.4945719999998,No Deposit,Transient
Resort Hotel,2017-08-02,Online TA,PRT,188,10,188.0,1880.0,0.737643,1386.7688400000002,No Deposit,Transient
City Hotel,2017-08-02,Online TA,ESP,227,12,112.5,1350.0,0.810811,1094.59485,No Deposit,Transient
City Hotel,2017-08-02,Online TA,MAR,243,10,148.5,1485.0,0.691099,1026.282015,No Deposit,Transient
Resort Hotel,2017-08-02,Online TA,PRT,310,8,148.74,1189.92,0.851153,1012.8039777600001,No Deposit,Transient
Resort Hotel,2017-08-02,Online TA,PRT,205,5,300.4,1502.0,0.653439,981.465378,No Deposit,Transient
Resort Hotel,2017-08-02,Online TA,PRT,205,5,300.4,1502.0,0.653439,981.465378,No Deposit,Transient
City Hotel,2017-08-02,Online TA,DEU,155,10,122.5,1225.0,0.732713,897.5734249999999,No Deposit,Transient
Resort Hotel,2017-08-02,Direct,PRT,248,7,179.77,1258.39,0.653439,822.2811032100001,No Deposit,Transient
City Hotel,2017-08-02,Online TA,BRA,328,7,172.0,1204.0,0.655797,789.579588,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,PRT,83,11,270.0,2970.0,0.737643,2190.7997100000002,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,PRT,83,11,250.0,2750.0,0.729412,2005.8829999999998,No Deposit,Transient
Resort Hotel,2017-08-03,Direct,PRT,128,10,368.1,3681.0,0.492857,1814.206617,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,PRT,153,7,282.29,1976.03,0.605263,1196.01784589,No Deposit,Transient
City Hotel,2017-08-03,Online TA,ESP,158,7,226.8,1587.6,0.732713,1163.2551588,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,PRT,179,7,212.29,1486.03,0.737643,1096.1596272900001,No Deposit,Transient
Resort Hotel,2017-08-03,Offline TA/TO,PRT,178,10,175.5,1755.0,0.605263,1062.236565,No Deposit,Transient
City Hotel,2017-08-03,Online TA,NLD,148,9,175.5,1579.5,0.641487,1013.2287165,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,FRA,175,14,258.29,3616.06,0.242291,876.13879346,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,ESP,104,8,230.0,1840.0,0.470588,865.88192,No Deposit,Transient
Resort Hotel,2017-08-03,Online TA,GBR,273,7,172.8,1209.6,0.653439,790.3998144,No Deposit,Transient
Resort Hotel,2017-08-04,Online TA,TUR,144,10,252.0,2520.0,0.716867,1806.50484,No Deposit,Transient
Resort Hotel,2017-08-04,Online TA,PRT,327,9,174.8,1573.2,0.851153,1339.0338996,No Deposit,Transient
Resort Hotel,2017-08-04,Online TA,GBR,93,4,378.0,1512.0,0.818182,1237.0911839999999,No Deposit,Transient
Resort Hotel,2017-08-04,Offline TA/TO,PRT,255,12,151.1,1813.2,0.653439,1184.8155948,No Deposit,Transient
City Hotel,2017-08-04,Online TA,PRT,211,6,256.5,1539.0,0.641487,987.248493,No Deposit,Transient
Resort Hotel,2017-08-04,Direct,PRT,51,4,358.75,1435.0,0.605263,868.552405,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,MAR,45,6,378.0,2268.0,0.851153,1930.4150040000002,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,ESP,45,10,230.0,2300.0,0.818182,1881.8185999999998,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,ESP,141,7,310.0,2170.0,0.851153,1847.0020100000002,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,ESP,98,7,262.0,1834.0,0.851153,1561.0146020000002,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,PRT,197,10,168.0,1680.0,0.851153,1429.93704,No Deposit,Transient
City Hotel,2017-08-05,Online TA,MYT,216,5,256.5,1282.5,0.810811,1039.8651075,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,PRT,25,5,250.0,1250.0,0.818182,1022.7275,No Deposit,Transient
Resort Hotel,2017-08-05,Online TA,PRT,307,6,168.6,1011.6,0.851153,861.0263748000001,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,45,14,216.0,3024.0,0.653439,1975.999536,No Deposit,Transient
City Hotel,2017-08-06,Online TA,USA,172,14,173.83,2433.62,0.810811,1973.2058658199999,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,310,9,206.0,1854.0,0.851153,1578.0376620000002,No Deposit,Transient
City Hotel,2017-08-06,Online TA,USA,172,14,113.32,1586.48,0.964286,1529.82045328,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,CHE,96,9,230.0,2070.0,0.737643,1526.92101,No Deposit,Transient
Resort Hotel,2017-08-06,Offline TA/TO,PRT,113,10,294.5,2945.0,0.488889,1439.778105,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,117,6,303.7,1822.2,0.729412,1329.1345463999999,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,178,7,218.0,1526.0,0.818182,1248.545732,No Deposit,Transient
Resort Hotel,2017-08-06,Direct,PRT,262,7,288.03,2016.21,0.605263,1220.33731323,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,178,7,200.0,1400.0,0.851153,1191.6142,No Deposit,Transient
City Hotel,2017-08-06,Online TA,USA,172,14,128.83,1803.62,0.641487,1156.99878294,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,157,9,250.0,2250.0,0.5,1125.0,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,194,8,178.56,1428.48,0.772727,1103.8250649600002,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,GEO,126,5,259.0,1295.0,0.851153,1102.2431350000002,No Deposit,Transient
City Hotel,2017-08-06,Online TA,USA,168,14,119.83,1677.62,0.641487,1076.17142094,No Deposit,Transient
City Hotel,2017-08-06,Online TA,ROU,80,7,237.71,1663.97,0.641487,1067.41512339,No Deposit,Transient
Resort Hotel,2017-08-06,Direct,PRT,33,5,323.0,1615.0,0.653439,1055.303985,No Deposit,Transient
Resort Hotel,2017-08-06,Offline TA/TO,PRT,25,14,114.76,1606.64,0.653439,1049.84123496,No Deposit,Group
Resort Hotel,2017-08-06,Online TA,MAR,190,6,202.0,1212.0,0.851153,1031.597436,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,GEO,123,5,239.0,1195.0,0.851153,1017.127835,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,GEO,126,5,239.0,1195.0,0.851153,1017.127835,No Deposit,Transient
Resort Hotel,2017-08-06,Direct,PRT,33,5,297.0,1485.0,0.653439,970.356915,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,CHE,142,5,220.0,1100.0,0.851153,936.2683000000001,No Deposit,Transient
Resort Hotel,2017-08-06,Direct,PRT,297,9,170.95,1538.55,0.605263,931.22738865,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,126,5,239.0,1195.0,0.737643,881.4833850000001,No Deposit,Transient
City Hotel,2017-08-06,Online TA,AUT,111,7,195.0,1365.0,0.641487,875.629755,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,177,7,156.96,1098.72,0.737643,810.4631169600001,No Deposit,Transient
Resort Hotel,2017-08-06,Online TA,PRT,177,7,156.96,1098.72,0.737643,810.4631169600001,No Deposit,Transient
Resort Hotel,2017-08-06,Offline TA/TO,PRT,185,7,174.0,1218.0,0.653439,795.888702,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,FRA,328,14,292.0,4088.0,0.716867,2930.5522960000003,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,260,10,292.0,2920.0,0.737643,2153.9175600000003,No Deposit,Transient
Resort Hotel,2017-08-07,Offline TA/TO,PRT,165,10,151.5,1515.0,0.716867,1086.053505,No Deposit,Contract
Resort Hotel,2017-08-07,Online TA,ESP,200,7,200.0,1400.0,0.772727,1081.8178,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,200,7,200.0,1400.0,0.772727,1081.8178,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,PRT,256,14,126.41,1769.74,0.605263,1071.15814162,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,105,8,262.0,2096.0,0.470588,986.352448,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,43,7,270.0,1890.0,0.492857,931.49973,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,CHE,128,4,317.0,1268.0,0.716867,908.9873560000001,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,CHE,228,6,206.0,1236.0,0.729412,901.553232,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,88,4,262.0,1048.0,0.851153,892.0083440000001,No Deposit,Transient
Resort Hotel,2017-08-07,Offline TA/TO,PRT,137,7,205.43,1438.01,0.605263,870.37424663,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,CHE,138,4,298.0,1192.0,0.729412,869.4591039999999,No Deposit,Transient
Resort Hotel,2017-08-07,Offline TA/TO,PRT,195,10,139.1,1391.0,0.605263,841.920833,No Deposit,Transient
Resort Hotel,2017-08-07,Online TA,ESP,28,7,244.0,1708.0,0.492857,841.799756,No Deposit,Transient
Resort Hotel,2017-08-08,Online TA,PRT,188,11,174.55,1920.05,0.851153,1634.25631765,No Deposit,Transient
Resort Hotel,2017-08-08,Online TA,MAR,314,6,297.0,1782.0,0.729412,1299.812184,No Deposit,Transient
City Hotel,2017-08-08,Online TA,ITA,201,10,166.5,1665.0,0.732713,1219.9671449999998,No Deposit,Transient
Resort Hotel,2017-08-08,Direct,PRT,105,7,275.0,1925.0,0.492857,948.749725,No Deposit,Transient
City Hotel,2017-08-08,Online TA,FRA,113,14,125.0,1750.0,0.526316,921.053,No Deposit,Transient
Resort Hotel,2017-08-08,Online TA,PRT,84,6,230.0,1380.0,0.653439,901.74582,No Deposit,Transient
Resort Hotel,2017-08-09,Direct,PRT,116,10,392.0,3920.0,0.605263,2372.63096,No Deposit,Transient
Resort Hotel,2017-08-09,Online TA,PRT,177,6,329.67,1978.02,0.716867,1417.97726334,No Deposit,Transient
